"","43868","42534","37449"
"color",150,0,0
"color2",30,0,0
"colorthes",30,0,0
"columm",60,0,0
"column",630,0,0
"columnseven",30,0,0
"columnsstep",30,0,0
"columnsth",90,0,0
"combin",30,0,0
"combo",60,0,0
"come",150,0,0
"comelet",30,0,0
"command",210,0,0
"comment",3120,0,0
"comment1",30,0,0
"comments",30,0,0
"commentslo",30,0,0
"commentsy",30,0,0
"commit",720,0,0
"commitalex",30,0,0
"committet",30,0,0
"commitvers",30,0,0
"common",60,0,0
"compar",270,0,0
"comparison",30,0,0
"compat",60,0,0
"compil",210,0,0
"compiz",60,0,0
"complain",60,0,0
"complaint",60,0,0
"complet",480,0,0
"complex",180,0,0
"complextest",30,0,0
"compon",300,0,0
"comport",60,0,0
"compress",120,0,0
"comput",240,0,0
"concentr",90,0,0
"concern",330,0,0
"condit",30,0,0
"confidenti",210,0,0
"configur",150,0,0
"configurationi",30,0,0
"confirm",1170,0,0
"confirmedthank",30,0,0
"confirmno",30,0,0
"conflict",60,0,0
"confus",90,0,0
"confusionmiklo",30,0,0
"connect",240,0,0
"consequ",60,0,0
"consid",90,0,0
"consol",240,0,0
"consolei",30,0,0
"consolewhen",30,0,0
"const",120,0,0
"constraint",60,0,0
"constraintsth",30,0,0
"consum",30,0,0
"contain",660,0,0
"contemporari",30,0,0
"content",510,0,0
"contentmi",30,0,0
"contentsstep",30,0,0
"contentxml",30,0,0
"context",90,0,0
"continu",90,0,0
"continue1",30,0,0
"contour",30,0,0
"contract",30,0,0
"contradict",30,0,0
"contribut",150,0,0
"control",60,0,0
"conveni",60,0,0
"convers",60,0,0
"convert",210,0,0
"cope",30,0,0
"copi",330,0,0
"copypastesourc",30,0,0
"cor",60,0,0
"corcan",30,0,0
"core",60,0,0
"cori",30,0,0
"corner",60,0,0
"corner7",30,0,0
"correcllyhow",30,0,0
"correct",1230,0,0
"correctlybug",30,0,0
"correspond",150,0,0
"corrupt",660,0,0
"cough",30,0,0
"couldnt",60,0,0
"count",360,0,0
"counter",30,0,0
"countless",30,0,0
"coupl",30,0,0
"cours",210,0,0
"cpproblem",30,0,0
"cprogram",30,0,0
"cpui",30,0,0
"crash",4590,0,0
"crasha",30,0,0
"crashadd",30,0,0
"crashbacktrac",30,0,0
"crasheddelet",30,0,0
"crashesgdb",30,0,0
"crashesi",60,0,0
"crashesthi",30,0,0
"crasheswel",30,0,0
"crashingthi",30,0,0
"crashpleas",30,0,0
"crashth",30,0,0
"crashwith",30,0,0
"crass",30,0,0
"creat",3300,0,0
"creation",60,0,0
"creationus",30,0,0
"creteria",30,0,0
"crippl",30,0,0
"criteria",90,0,0
"critic",390,0,0
"critic"",",30,0,0
"crop",30,0,0
"crush",60,0,0
"css",30,0,0
"csv",90,0,0
"ctl",120,0,0
"ctladdit",30,0,0
"ctrla",30,0,0
"ctrla4",30,0,0
"ctrlaltsuppr",30,0,0
"ctrlserror",30,0,0
"ctrlshiftent",30,0,0
"ctrlshiftf9",30,0,0
"current",660,0,0
"cursor",420,0,0
"custom",60,0,0
"cut",90,0,0
"cws",90,0,0
"cyok",30,0,0
"cythank",30,0,0
"czech",30,0,0
"daili",150,0,0
"dailyto",30,0,0
"damag",60,0,0
"danish",30,0,0
"data",1230,0,0
"databas",750,0,0
"database2",30,0,0
"database9",30,0,0
"databaseset",30,0,0
"databasesth",30,0,0
"databes",30,0,0
"datafil",30,0,0
"dataloss",30,0,0
"datarang",30,0,0
"datasourc",120,0,0
"date",90,0,0
"datealt",30,0,0
"datei",30,0,0
"datetimestamp",420,0,0
"david",30,0,0
"davidi",30,0,0
"day",270,0,0
"dba",30,0,0
"dbaccess",30,0,0
"dbacreat",30,0,0
"dbg",30,0,0
"dd04yyyy",30,0,0
"ddblog",30,0,0
"ððððñ",180,0,0
"ðððñ",120,0,0
"ððñ",90,0,0
"deactiv",30,0,0
"deafult",30,0,0
"deal",30,0,0
"deb",150,0,0
"debian",450,0,0
"debiani",30,0,0
"debilit",30,0,0
"debug",540,0,0
"debugen",60,0,0
"debuginfo",30,0,0
"debugsymbol",60,0,0
"dec",30,0,0
"decid",60,0,0
"decis",60,0,0
"declar",30,0,0
"declarederror",180,0,0
"deepli",30,0,0
"default",570,0,0
"defin",60,0,0
"deinstal",30,0,0
"delet",210,0,0
"deliv",60,0,0
"demo",30,0,0
"deniedremark",30,0,0
"depend",270,0,0
"deploy",60,0,0
"describ",180,0,0
"descript",420,0,0
"description",420,0,0
"descriptionand",30,0,0
"deselect",30,0,0
"design",150,0,0
"desktop",60,0,0
"despit",30,0,0
"destruct",30,0,0
"destructor",30,0,0
"detail",300,0,0
"detect",150,0,0
"detectionw",30,0,0
"deutsch",30,0,0
"dev",60,0,0
"dev300m103",120,0,0
"develop",420,0,0
"developp",30,0,0
"dew",30,0,0
"dialog",930,0,0
"dialog4",30,0,0
"dialogon",30,0,0
"dialogsbug",30,0,0
"dialogu",120,0,0
"dicten",60,0,0
"dictionari",150,0,0
"dictionaries2",30,0,0
"dictpackag",30,0,0
"didnt",180,0,0
"differ",540,0,0
"differencein",30,0,0
"difficult",30,0,0
"difficulti",30,0,0
"dioalog",30,0,0
"direct",180,0,0
"directlyâ",30,0,0
"directori",180,0,0
"directoryth",30,0,0
"disabl",360,0,0
"disabledi",30,0,0
"disappear",150,0,0
"disappearedthi",30,0,0
"disarrangedse",60,0,0
"discov",30,0,0
"discuss",300,0,0
"disk",300,0,0
"diskhmmm",30,0,0
"diskno",30,0,0
"display",750,0,0
"displaypast",30,0,0
"disregard",30,0,0
"disrupt",30,0,0
"dissapear",90,0,0
"distort",30,0,0
"distro",30,0,0
"div",30,0,0
"div0perhap",30,0,0
"dllink",30,0,0
"dlopen",30,0,0
"dm4",30,0,0
"dmg",60,0,0
"doc",540,0,0
"docfil",30,0,0
"dock",30,0,0
"document",4230,0,0
"document2",90,0,0
"document3",30,0,0
"document7",30,0,0
"document8",30,0,0
"documentâ",30,0,0
"documenti",30,0,0
"documentro",30,0,0
"documentsi",30,0,0
"documentth",30,0,0
"documenttry1",30,0,0
"documentvers",30,0,0
"documentwil",30,0,0
"docx",150,0,0
"doesnt",780,0,0
"doesntbut",30,0,0
"domingo",30,0,0
"donâ",60,0,0
"donat",30,0,0
"done",150,0,0
"dont",990,0,0
"dontreproduc",30,0,0
"doubl",120,0,0
"doubt",90,0,0
"downâ",30,0,0
"downgrad",30,0,0
"download",330,0,0
"downtim",60,0,0
"dpkg",30,0,0
"draw",330,0,0
"draw2",30,0,0
"drawhav",30,0,0
"drawinglay",30,0,0
"drawpag",30,0,0
"driver",60,0,0
"driverswith",30,0,0
"drop",60,0,0
"dropdownbox",30,0,0
"dtf3",30,0,0
"dubelhugen",30,0,0
"dubelhugenstil",30,0,0
"duck",30,0,0
"due",300,0,0
"dummi",30,0,0
"dump",90,0,0
"dup",60,0,0
"dupe",60,0,0
"duplic",2310,0,0
"duplicatesthes",30,0,0
"durat",30,0,0
"dutch",120,0,0
"dxx",30,0,0
"dysfunct",30,0,0
"earli",30,0,0
"earlier",180,0,0
"easi",60,0,0
"easier",60,0,0
"easili",120,0,0
"eat",30,0,0
"eaxeax",30,0,0
"echo",30,0,0
"ediedi",30,0,0
"edit",780,0,0
"editactu",30,0,0
"editedbest",30,0,0
"editingtim",30,0,0
"editingtyp",30,0,0
"editor",30,0,0
"effect",30,0,0
"effici",30,0,0
"eik",60,0,0
"either",150,0,0
"eitherdec",30,0,0
"element",60,0,0
"elementsthes",30,0,0
"els",210,0,0
"elsetank",30,0,0
"email",210,0,0
"embed",180,0,0
"empti",150,0,0
"enabl",210,0,0
"enabledalex",30,0,0
"enabledbgutil",60,0,0
"enabledi",30,0,0
"encount",30,0,0
"encourag",210,0,0
"encrypt",90,0,0
"end",300,0,0
"endtag",30,0,0
"engin",60,0,0
"english",480,0,0
"englishit",30,0,0
"enhanc",60,0,0
"enlarg",30,0,0
"enlighten",30,0,0
"enough",210,0,0
"enoughor",30,0,0
"enter",180,0,0
"enterpris",90,0,0
"enthusiasm",30,0,0
"entir",90,0,0
"entri",600,0,0
"entriesa",30,0,0
"entrys1",30,0,0
"entrysystem",30,0,0
"enus",360,0,0
"enusdbg",30,0,0
"enusenclos",30,0,0
"enusmov",30,0,0
"envelop",30,0,0
"environ",210,0,0
"equal",30,0,0
"equi",30,0,0
"equijointur",30,0,0
"equival",30,0,0
"era",30,0,0
"erack",210,0,0
"erdl",30,0,0
"eric",60,0,0
"err",60,0,0
"err504",60,0,0
"err504bas",30,0,0
"err508",30,0,0
"err508open",30,0,0
"erreur",90,0,0
"erro",30,0,0
"error",2790,0,0
"error508",30,0,0
"errorc",30,0,0
"errorerr508it",30,0,0
"errorgener",30,0,0
"errorin",30,0,0
"errorposit",30,0,0
"errorsav",30,0,0
"errorseh",30,0,0
"errorth",60,0,0
"errorthorcan",30,0,0
"ese",30,0,0
"esodt",60,0,0
"especi",120,0,0
"establishedsql",30,0,0
"estim",30,0,0
"etc",300,0,0
"etcplatform",30,0,0
"euro",30,0,0
"europefor",30,0,0
"evalu",30,0,0
"even",690,0,0
"eventu",30,0,0
"ever",90,0,0
"everi",330,0,0
"everyon",30,0,0
"everyonewarm",30,0,0
"everyth",90,0,0
"exact",360,0,0
"exampl",150,0,0
"excel",300,0,0
"excel2007",30,0,0
"except",630,0,0
"excit",60,0,0
"excus",60,0,0
"exec",30,0,0
"execut",30,0,0
"exhaust",60,0,0
"exhibit",30,0,0
"exist",210,0,0
"existsjo",30,0,0
"exit",180,0,0
"exita",30,0,0
"exitth",30,0,0
"expand",60,0,0
"expect",510,0,0
"expectedran",30,0,0
"experi",30,0,0
"experienc",60,0,0
"explain",180,0,0
"explan",30,0,0
"explanatori",60,0,0
"explicit",120,0,0
"export",510,0,0
"exporti",60,0,0
"exportthi",30,0,0
"expos",30,0,0
"express",30,0,0
"extens",210,0,0
"extensiondo",30,0,0
"extern",60,0,0
"extra",90,0,0
"extrem",30,0,0
"f1help",30,0,0
"f33",30,0,0
"f9t9527",30,0,0
"face",30,0,0
"fact",210,0,0
"factsmodifi",30,0,0
"fail",300,0,0
"failslibo",30,0,0
"failsma",30,0,0
"failsset",30,0,0
"failur",90,0,0
"fair",120,0,0
"fallback",60,0,0
"familiar",30,0,0
"far",240,0,0
"farhth",30,0,0
"fast",30,0,0
"faster",90,0,0
"fasttop",30,0,0
"fatal",150,0,0
"fault",150,0,0
"fault0xae62db28",30,0,0
"faulti",60,0,0
"fdo45271",30,0,0
"fdo71694",30,0,0
"fdo81496",30,0,0
"featur",420,0,0
"feb",60,0,0
"fedora",150,0,0
"feedback",180,0,0
"feel",300,0,0
"fesygesyellyew",30,0,0
"field",600,0,0
"fieldsopen",30,0,0
"fifi",60,0,0
"figur",30,0,0
"file",5430,0,0
"file2",30,0,0
"file3",30,0,0
"fileap",30,0,0
"filedatetim",60,0,0
"fileen",30,0,0
"fileenclos",30,0,0
"filei",30,0,0
"filekind",30,0,0
"filemoggiyou",30,0,0
"filenam",30,0,0
"filenamenote2",30,0,0
"fileopen",480,0,0
"filepassword",30,0,0
"fileprint",60,0,0
"filesav",180,0,0
"filesbutton",30,0,0
"filesfold",30,0,0
"fill",60,0,0
"fillattribut",30,0,0
"filter",360,0,0
"final",180,0,0
"finalnow",30,0,0
"finalon",30,0,0
"find",420,0,0
"findmast",60,0,0
"fine",1170,0,0
"finecan",30,0,0
"finehfrancod",30,0,0
"finei",30,0,0
"fineso",30,0,0
"finework",30,0,0
"finish",30,0,0
"finnish",30,0,0
"firebird",150,0,0
"firebirddb",30,0,0
"firebirdsdbc",30,0,0
"firefox",90,0,0
"firefox100",30,0,0
"firefox110",30,0,0
"firewal",90,0,0
"first",570,0,0
"first_comment",30,0,0
"fit",60,0,0
"fix",3600,0,0
"fixaft",30,0,0
"fixbtw",30,0,0
"fixedalex",30,0,0
"fixedap",30,0,0
"fixedfeel",30,0,0
"fixedin",30,0,0
"fixedit",30,0,0
"fixedjuanmiguel",30,0,0
"flag",30,0,0
"float",30,0,0
"focus",60,0,0
"folder",330,0,0
"folk",30,0,0
"follow",960,0,0
"font",870,0,0
"fontcharact",30,0,0
"fonts1",30,0,0
"foo",30,0,0
"fooexpect",30,0,0
"footer",150,0,0
"footer5",30,0,0
"footnot",210,0,0
"for06102011",30,0,0
"forc",90,0,0
"foreign",30,0,0
"forget",60,0,0
"forgot",120,0,0
"form",90,0,0
"format",960,0,0
"formatcharact",30,0,0
"formatfor",30,0,0
"formdoubleclick",30,0,0
"former",120,0,0
"formth",30,0,0
"formual",30,0,0
"formula",900,0,0
"formular",90,0,0
"formularsophi",30,0,0
"formulasdur",30,0,0
"formulasi",30,0,0
"formulasin",30,0,0
"forthprint",30,0,0
"forum",120,0,0
"forumula",60,0,0
"forward",30,0,0
"found",450,0,0
"founda",30,0,0
"foursomehow",30,0,0
"fpic",30,0,0
"frame",180,0,0
"franãai",60,0,0
"franc",30,0,0
"francetri",30,0,0
"franch",30,0,0
"free",540,0,0
"freedesktop",120,0,0
"freez",90,0,0
"freezestri",30,0,0
"french",270,0,0
"frenchit",30,0,0
"frequent",30,0,0
"fresh",420,0,0
"frfr",90,0,0
"frfrlo",30,0,0
"frfrutf8best",60,0,0
"fri",60,0,0
"fridrich",150,0,0
"fridrichstrba",60,0,0
"friend",90,0,0
"front",60,0,0
"fronthowev",30,0,0
"frustrat",30,0,0
"fs34bdepend",30,0,0
"fs35a",30,0,0
"full",60,0,0
"fulli",90,0,0
"fullscreen",30,0,0
"fun",30,0,0
"fun2",30,0,0
"function",840,0,0
"functionselect",30,0,0
"fund",30,0,0
"fundament",30,0,0
"furtherwhi",30,0,0
"futur",60,0,0
"gap",30,0,0
"garbag",30,0,0
"garbagestil",30,0,0
"garfieldn",30,0,0
"gasusageod",60,0,0
"gasusageodsi",30,0,0
"gate",30,0,0
"gather",30,0,0
"gave",60,0,0
"gdb",270,0,0
"gdm",30,0,0
"gecko",30,0,0
"gecko20100101",60,0,0
"general",360,0,0
"generat",390,0,0
"generic",30,0,0
"gentl",30,0,0
"gentoo",30,0,0
"gerardfargeot",30,0,0
"gerdi",30,0,0
"german",690,0,0
"germani",30,0,0
"germanophon",30,0,0
"germanyempti",30,0,0
"germanyopen",30,0,0
"get",960,0,0
"getpivotdata",30,0,0
"gif",30,0,0
"gimp",30,0,0
"give",480,0,0
"given",150,0,0
"glad",30,0,0
"glanc",30,0,0
"gleppert",30,0,0
"glibc",30,0,0
"glitch",30,0,0
"glyph",30,0,0
"gnome",60,0,0
"gnome2",30,0,0
"gnomecan",30,0,0
"gnulinux",60,0,0
"gnumak",30,0,0
"god",30,0,0
"goe",120,0,0
"gone",120,0,0
"gonei",30,0,0
"gonogo",30,0,0
"good",300,0,0
"goodnev",30,0,0
"got",480,0,0
"goto",30,0,0
"grand",30,0,0
"grant",30,0,0
"graph",30,0,0
"graphic",150,0,0
"graphic4",30,0,0
"graphicthi",30,0,0
"graphit",30,0,0
"gray",30,0,0
"great",300,0,0
"greet",60,0,0
"grep",60,0,0
"grey",30,0,0
"greyperhap",30,0,0
"grid",30,0,0
"group",60,0,0
"gtx",30,0,0
"guess",450,0,0
"guessif",30,0,0
"gui",30,0,0
"guid",30,0,0
"guidelin",30,0,0
"guimod",30,0,0
"gypsymauro",30,0,0
"gzdirect",30,0,0
"gzdirect0xb",30,0,0
"gzdirect19",30,0,0
"gzdirect24",30,0,0
"gzdirect40",30,0,0
"gzdirect48",30,0,0
"gzdirectfil",30,0,0
"gzfile",30,0,0
"gzread",30,0,0
"gzstatep",30,0,0
"gzstatepfil",30,0,0
"hack",90,0,0
"hackaround",30,0,0
"halflett",30,0,0
"hamel",30,0,0
"hand",30,0,0
"handl",150,0,0
"hang",30,0,0
"hangfreez",30,0,0
"happan",30,0,0
"happen",780,0,0
"happened3",30,0,0
"happensbut",30,0,0
"happi",60,0,0
"harald",30,0,0
"haraldkoest",30,0,0
"hard",180,0,0
"harddisk",30,0,0
"harder",30,0,0
"hasnt",90,0,0
"havent",120,0,0
"havo",30,0,0
"head",90,0,0
"header",270,0,0
"heading",420,0,0
"health",30,0,0
"heap",120,0,0
"heavi",30,0,0
"heavili",30,0,0
"hebrew",150,0,0
"height",120,0,0
"heil",30,0,0
"hello",150,0,0
"helloend",30,0,0
"helloi",30,0,0
"hellostil",30,0,0
"hellowindow",30,0,0
"help",1260,0,0
"helppack",60,0,0
"helppleas",30,0,0
"helpsclos",30,0,0
"henc",180,0,0
"hereaft",30,0,0
"herebi",30,0,0
"herebtw2",30,0,0
"hereif",30,0,0
"herethi",30,0,0
"hes",30,0,0
"hesh",30,0,0
"hesit",30,0,0
"hfrancod",30,0,0
"hidden",30,0,0
"hide",30,0,0
"high",120,0,0
"higherrank",30,0,0
"highestkind",30,0,0
"highestmedium",30,0,0
"highi",30,0,0
"highlight1",30,0,0
"hii",30,0,0
"hiinstal",30,0,0
"hinder",30,0,0
"hint",60,0,0
"histori",60,0,0
"hit",30,0,0
"hiverifi",30,0,0
"hmm",90,0,0
"home",600,0,0
"homeakinarið",30,0,0
"homebtw",30,0,0
"homepremium",30,0,0
"hope",270,0,0
"horizont",60,0,0
"horribl",30,0,0
"hotfix",30,0,0
"hotspottm",60,0,0
"hour",480,0,0
"hover",30,0,0
"howev",120,0,0
"hserrlog",30,0,0
"hsql",30,0,0
"hsqldb",60,0,0
"hth",30,0,0
"html",120,0,0
"huangthank",30,0,0
"huge",30,0,0
"human",30,0,0
"humbl",30,0,0
"hundr",30,0,0
"hungarian",30,0,0
"hurt",30,0,0
"hyperlink",150,0,0
"hyphen",90,0,0
"i115510",30,0,0
"i124638",30,0,0
"i17964",30,0,0
"i586",30,0,0
"i586build",60,0,0
"i686do",30,0,0
"ian",30,0,0
"ibm",30,0,0
"icedtea",30,0,0
"icon",210,0,0
"id35669thes",30,0,0
"id46124",30,0,0
"id76118",30,0,0
"idea",240,0,0
"ident",90,0,0
"identifi",90,0,0
"identiqu",60,0,0
"identitystart",60,0,0
"idl",30,0,0
"idxcaptionxsl",30,0,0
"ifdef",30,0,0
"ignor",60,0,0
"ill",240,0,0
"illeg",30,0,0
"imac",60,0,0
"imag",450,0,0
"imagesad",30,0,0
"imagin",30,0,0
"imho",120,0,0
"immedi",150,0,0
"implement",120,0,0
"impli",30,0,0
"import",510,0,0
"importantfor",30,0,0
"importexport",60,0,0
"importingeveri",30,0,0
"imposs",450,0,0
"impress",150,0,0
"improv",210,0,0
"improvementsan",30,0,0
"in3",30,0,0
"inact",30,0,0
"incalc",30,0,0
"inchrgvalu",690,0,0
"incl",30,0,0
"includ",360,0,0
"includedand",30,0,0
"incomplet",30,0,0
"incorrect",360,0,0
"incorrectlynon",30,0,0
"incorrectlyth",30,0,0
"increment",30,0,0
"inde",210,0,0
"indeedconfirm",30,0,0
"index",60,0,0
"indic",60,0,0
"indispens",30,0,0
"info",360,0,0
"infolibreoffic",30,0,0
"infoprovid",120,0,0
"inform",540,0,0
"informationalex",30,0,0
"infothi",30,0,0
"inherit",30,0,0
"initi",90,0,0
"initscripttyp",30,0,0
"inlibreoffic",30,0,0
"inlin",90,0,0
"inner",60,0,0
"innerjoin",30,0,0
"inout",30,0,0
"input",630,0,0
"inputoutput",90,0,0
"insensit",30,0,0
"insert",720,0,0
"insertcapt",30,0,0
"insid",60,0,0
"instal",3660,0,0
"installationso",30,0,0
"installedon",30,0,0
"installerend",30,0,0
"installset",30,0,0
"installwhat",30,0,0
"instanc",30,0,0
"instead",540,0,0
"instruct",150,0,0
"int",90,0,0
"integ",60,0,0
"integertyp",30,0,0
"integr",150,0,0
"intel",120,0,0
"intellisens",30,0,0
"intend",60,0,0
"intendedlibo",30,0,0
"intendedooo",60,0,0
"intendedooodev",30,0,0
"intent",60,0,0
"interest",180,0,0
"interfac",60,0,0
"interface1",30,0,0
"interfacei",30,0,0
"intern",30,0,0
"interpret",30,0,0
"intersect",60,0,0
"introduc",120,0,0
"invalid",150,0,0
"investig",90,0,0
"invisibleon",30,0,0
"involuntari",30,0,0
"involv",180,0,0
"iplaw67",60,0,0
"ipsum",30,0,0
"irc",30,0,0
"irrelev",30,0,0
"is1110jeudi",30,0,0
"isadora",30,0,0
"ischang",30,0,0
"isdst",420,0,0
"islock",30,0,0
"isnt",270,0,0
"issu",1440,0,0
"issuei",30,0,0
"issueit",150,0,0
"issuethank",30,0,0
"issuethat",30,0,0
"issuetom",30,0,0
"it3",30,0,0
"it35",30,0,0
"it6",30,0,0
"itâ",60,0,0
"italian",120,0,0
"itath",30,0,0
"item",120,0,0
"iti",30,0,0
"itll",60,0,0
"itselfpleas",30,0,0
"itstart",30,0,0
"itunderstood",30,0,0
"ive",510,0,0
"ivora",30,0,0
"jaggi",30,0,0
"jãggi",30,0,0
"jar",30,0,0
"java",630,0,0
"javamight",30,0,0
"jay",30,0,0
"jbf",120,0,0
"jbfaur",60,0,0
"jdbc",30,0,0
"jean",30,0,0
"jen",30,0,0
"jesã",30,0,0
"jgsylvesterjr",30,0,0
"jne",30,0,0
"jnilib",30,0,0
"job",120,0,0
"joel",30,0,0
"joerg",30,0,0
"joerghonerla",30,0,0
"joergthank",30,0,0
"join",240,0,0
"jointur",30,0,0
"joke",30,0,0
"jorendc",30,0,0
"jose",30,0,0
"josephconfirm",30,0,0
"josephth",30,0,0
"jre",120,0,0
"jre6024btw",30,0,0
"jre6024you",30,0,0
"jrejd",30,0,0
"jrejde2",30,0,0
"jrespecif",30,0,0
"jrespecifix",30,0,0
"juanmiguelgalan",30,0,0
"judg",30,0,0
"jul",30,0,0
"julien",30,0,0
"julienar",30,0,0
"jump",60,0,0
"jun",30,0,0
"just",1560,0,0
"justin",30,0,0
"kaboom",30,0,0
"kaplan",30,0,0
"karsten",60,0,0
"kasperski",30,0,0
"kde",120,0,0
"keep",150,0,0
"kelseywork",30,0,0
"kendi",90,0,0
"kendysorri",30,0,0
"kernel",30,0,0
"key",90,0,0
"keyaddress",30,0,0
"keyaddrid",30,0,0
"keyboard",30,0,0
"keylnam",30,0,0
"keyword",240,0,0
"khtml",30,0,0
"kill",90,0,0
"kind",120,0,0
"knee",30,0,0
"know",630,0,0
"known",390,0,0
"kohei",300,0,0
"kompatibilitãt",30,0,0
"kos",30,0,0
"kubuntu",60,0,0
"kyrimi",30,0,0
"l10n",30,0,0
"l11s11",30,0,0
"l2s2",30,0,0
"l30s44expect",30,0,0
"label",180,0,0
"lane20100201",30,0,0
"lang",30,0,0
"langccommand",30,0,0
"langcsczutf8",30,0,0
"langnlbeutf8",30,0,0
"langnlnlutf8",30,0,0
"langpack",30,0,0
"langpackin",30,0,0
"languag",2460,0,0
"language",420,0,0
"laptop",30,0,0
"larg",30,0,0
"last",450,0,0
"later",210,0,0
"laterso",30,0,0
"latest",270,0,0
"latin",30,0,0
"latter",30,0,0
"launch",90,0,0
"launchi",30,0,0
"launchingth",30,0,0
"launchlo",30,0,0
"launh",30,0,0
"layout",120,0,0
"layoutreason",30,0,0
"lead",60,0,0
"learn",90,0,0
"least",420,0,0
"leav",150,0,0
"left",240,0,0
"legaci",30,0,0
"legend",60,0,0
"length",30,0,0
"lenni",60,0,0
"leopard",90,0,0
"less",210,0,0
"let",180,0,0
"letter",210,0,0
"level",30,0,0
"libereoffic",30,0,0
"libiconv2dylib",60,0,0
"libjvmso",30,0,0
"liblangtag",30,0,0
"libo",1770,0,0
"libo33beta3",30,0,0
"libo343",30,0,0
"libo36docu",30,0,0
"libo4200alpha0",30,0,0
"libodev",120,0,0
"libodev4060",30,0,0
"liboit",30,0,0
"libr",90,0,0
"librari",270,0,0
"library1",60,0,0
"library1typ",30,0,0
"libraryruntim",30,0,0
"librarystep",30,0,0
"libreoffic",7440,0,0
"libreoffic"",",60,0,0
"libreoffice33",120,0,0
"libreoffice3304",30,0,0
"libreoffice3312",30,0,0
"libreoffice34",30,0,0
"libreoffice3441",30,0,0
"libreoffice345",30,0,0
"libreoffice35",60,0,0
"libreoffice35x",30,0,0
"libreoffice40",90,0,0
"libreoffice9",30,0,0
"libreofficeani",30,0,0
"libreofficeapp",30,0,0
"libreofficebug",990,0,0
"libreofficebug"",",30,0,0
"libreofficeth",30,0,0
"libreofficeto",30,0,0
"librewrit",30,0,0
"libscor",30,0,0
"libxml2",30,0,0
"libz",30,0,0
"libzi",30,0,0
"libzso",30,0,0
"libzso10x6e6b",30,0,0
"licens",60,0,0
"life",60,0,0
"lighter",30,0,0
"like",1320,0,0
"likebug",30,0,0
"lillqvisti",30,0,0
"limit",30,0,0
"line",1260,0,0
"linebreak",30,0,0
"lingucompon",30,0,0
"link",210,0,0
"lino",30,0,0
"linux",1260,0,0
"linuxamd64",30,0,0
"linuxanyway",30,0,0
"linuxmachin",30,0,0
"linuxmint",30,0,0
"lion",90,0,0
"lionel",60,0,0
"list",812,0,0
"list()",0,1,1
"list(author",420,0,0
"list(bug.short_desc",29,0,0
"list(content",420,0,0
"list(sec",420,0,0
"listfor",30,0,0
"listfurth",30,0,0
"lite",30,0,0
"littl",120,0,0
"live",30,0,0
"livington",30,0,0
"liz",30,0,0
"lli",60,0,0
"lo331",60,0,0
"lo33rc2",30,0,0
"lo34",30,0,0
"load",600,0,0
"lob2",30,0,0
"local",600,0,0
"localhelp",60,0,0
"localhost",30,0,0
"localis",60,0,0
"locat",30,0,0
"lock",60,0,0
"lodev",150,0,0
"log",450,0,0
"log24105",30,0,0
"logfil",30,0,0
"logi",30,0,0
"logic",30,0,0
"logicali",30,0,0
"login",120,0,0
"logo",30,0,0
"logrpm",30,0,0
"lolibreoffic",30,0,0
"long",360,0,0
"longer",360,0,0
"longstand",90,0,0
"look",1380,0,0
"lookbtw",30,0,0
"lookthank",30,0,0
"lookup",300,0,0
"loop",30,0,0
"lorem",30,0,0
"lose",30,0,0
"loss",90,0,0
"lossless",30,0,0
"lost",420,0,0
"lost100",30,0,0
"losti",30,0,0
"lot",360,0,0
"lover",30,0,0
"low",30,0,0
"lower",90,0,0
"lowest",30,0,0
"lpsolit",30,0,0
"lseek53",30,0,0
"lts",30,0,0
"lucid",30,0,0
"lucidth",30,0,0
"luckili",60,0,0
"lynxalso",30,0,0
"m104commit",30,0,0
"m104m105",30,0,0
"m106alex",30,0,0
"m12",30,0,0
"m29s29",30,0,0
"mab",450,0,0
"mab36",30,0,0
"mab42",60,0,0
"mac",1110,0,0
"macbook",90,0,0
"machin",570,0,0
"maco",240,0,0
"macon",30,0,0
"macosbut",30,0,0
"macosx",30,0,0
"macro",300,0,0
"macrosclick",30,0,0
"macrosub",30,0,0
"made",270,0,0
"mail",300,0,0
"mailmerg",90,0,0
"mailmergeemail",30,0,0
"main",120,0,0
"mainmsgbox",30,0,0
"maintain",60,0,0
"major",210,0,0
"make",1350,0,0
"man",30,0,0
"manag",30,0,0
"manger",30,0,0
"mani",480,0,0
"manifestxml",60,0,0
"manjaro",60,0,0
"manjk",30,0,0
"manpow",30,0,0
"manual",180,0,0
"map",30,0,0
"mark",2160,0,0
"markabl",30,0,0
"markeri",30,0,0
"markus",60,0,0
"markusdidnt",30,0,0
"master",1770,0,0
"masterfor",30,0,0
"masteril",30,0,0
"masterthank",30,0,0
"match",60,0,0
"math",60,0,0
"mathia",30,0,0
"matrix",30,0,0
"matter",30,0,0
"maurocolorio",30,0,0
"maverick",60,0,0
"may",420,0,0
"mayb",150,0,0
"mcjarod",30,0,0
"mcnamara",60,0,0
"md5sum",30,0,0
"mday",420,0,0
"mean",300,0,0
"meant",60,0,0
"mechan",30,0,0
"mediawiki",30,0,0
"medium",1980,0,0
"medium"",",30,0,0
"meek",90,0,0
"meet",30,0,0
"mehop",30,0,0
"mei",30,0,0
"member",30,0,0
"memori",120,0,0
"men",30,0,0
"menot",30,0,0
"mensajesbas",30,0,0
"mensajesi",30,0,0
